sentiment,topic_id,document_count,language_count,shannon_diversity,languages,dominant_language,dominance_percentage,geographic_spread,category_spread
negativo,163,148,5,0.808,"{'es': 106, 'en': 33, 'de': 4, 'fr': 3, 'it': 2}",es,71.62,5,8
negativo,103,862,17,0.8,"{'es': 695, 'en': 101, 'nl': 15, 'fr': 13, 'de': 9, 'it': 6, 'ca': 4, 'da': 3, 'el': 2, 'he': 2, 'no': 2, 'pt': 2, 'ru': 2, 'sv': 2, 'tr': 2, 'ro': 1, 'pl': 1}",es,80.63,8,10
positivo,49,765,14,0.8,"{'es': 565, 'en': 164, 'fr': 8, 'de': 7, 'ro': 5, 'pl': 4, 'pt': 4, 'af': 2, 'nl': 1, 'lv': 1, 'ru': 1, 'bg': 1, 'fi': 1, 'ca': 1}",es,73.86,8,11
negativo,161,57,4,0.799,"{'es': 39, 'en': 15, 'fr': 2, 'it': 1}",es,68.42,4,6
negativo,17,390,8,0.798,"{'es': 292, 'en': 75, 'pt': 8, 'fr': 5, 'no': 3, 'da': 3, 'it': 2, 'cs': 2}",es,74.87,8,10
negativo,145,190,5,0.798,"{'es': 129, 'en': 53, 'fr': 3, 'it': 3, 'de': 2}",es,67.89,7,10
negativo,184,203,5,0.793,"{'es': 139, 'en': 55, 'fr': 5, 'it': 3, 'de': 1}",es,68.47,6,9
negativo,162,375,15,0.792,"{'es': 298, 'en': 52, 'it': 6, 'nl': 4, 'fr': 3, 'pl': 2, 'pt': 2, 'de': 1, 'zh-cn': 1, 'sk': 1, 'el': 1, 'ko': 1, 'hu': 1, 'tr': 1, 'sl': 1}",es,79.47,8,10
negativo,71,97,5,0.79,"{'es': 74, 'en': 15, 'fr': 3, 'de': 3, 'it': 2}",es,76.29,6,6
negativo,90,73,3,0.789,"{'es': 51, 'en': 16, 'fr': 6}",es,69.86,5,5
negativo,165,300,5,0.785,"{'es': 221, 'en': 59, 'it': 13, 'de': 4, 'fr': 3}",es,73.67,7,12
negativo,42,150,4,0.776,"{'es': 111, 'en': 26, 'fr': 11, 'it': 2}",es,74.0,6,8
negativo,59,350,5,0.776,"{'es': 228, 'en': 111, 'fr': 8, 'de': 2, 'it': 1}",es,65.14,8,11
negativo,114,112,4,0.775,"{'es': 74, 'en': 34, 'de': 3, 'it': 1}",es,66.07,4,6
positivo,38,1407,11,0.765,"{'es': 1008, 'en': 351, 'pt': 15, 'it': 11, 'de': 7, 'el': 4, 'fr': 3, 'ru': 3, 'ar': 2, 'nl': 2, 'lt': 1}",es,71.64,8,10
negativo,115,758,15,0.761,"{'es': 602, 'en': 114, 'nl': 10, 'fr': 4, 'da': 4, 'sv': 4, 'ko': 3, 'pt': 3, 'no': 3, 'de': 2, 'tr': 2, 'pl': 2, 'ro': 2, 'ca': 2, 'sq': 1}",es,79.42,8,11
negativo,82,379,9,0.757,"{'es': 308, 'en': 41, 'fr': 8, 'pt': 6, 'de': 4, 'it': 3, 'cs': 3, 'sl': 3, 'nl': 3}",es,81.27,8,11
positivo,43,1168,13,0.755,"{'es': 874, 'en': 247, 'pt': 13, 'fr': 12, 'de': 6, 'it': 4, 'ca': 3, 'af': 2, 'nl': 2, 'pl': 2, 'hu': 1, 'no': 1, 'ru': 1}",es,74.83,8,10
negativo,146,552,9,0.753,"{'es': 451, 'en': 52, 'it': 16, 'pt': 11, 'ro': 8, 'fr': 7, 'sk': 4, 'nl': 2, 'de': 1}",es,81.7,7,9
negativo,123,232,5,0.749,"{'es': 169, 'en': 53, 'it': 4, 'fr': 4, 'de': 2}",es,72.84,8,9
negativo,166,425,9,0.747,"{'es': 329, 'en': 73, 'pt': 10, 'nl': 4, 'it': 3, 'de': 2, 'he': 2, 'pl': 1, 'sv': 1}",es,77.41,8,9
negativo,47,49,4,0.744,"{'es': 35, 'en': 12, 'fr': 1, 'de': 1}",es,71.43,4,5
negativo,134,196,5,0.742,"{'es': 149, 'en': 36, 'it': 4, 'fr': 4, 'de': 3}",es,76.02,7,9
positivo,51,795,12,0.741,"{'es': 581, 'en': 190, 'pt': 6, 'nl': 5, 'el': 2, 'ja': 2, 'sv': 2, 'sl': 2, 'no': 2, 'it': 1, 'af': 1, 'pl': 1}",es,73.08,8,9
negativo,13,228,5,0.74,"{'es': 168, 'en': 50, 'it': 5, 'de': 3, 'fr': 2}",es,73.68,7,10
negativo,171,251,5,0.74,"{'es': 195, 'en': 36, 'fr': 14, 'de': 4, 'it': 2}",es,77.69,7,9
negativo,169,335,5,0.739,"{'es': 250, 'en': 69, 'fr': 8, 'de': 4, 'it': 4}",es,74.63,8,11
positivo,41,963,11,0.738,"{'es': 719, 'en': 210, 'pt': 11, 'de': 6, 'fr': 3, 'nl': 3, 'sl': 3, 'ro': 3, 'pl': 2, 'uk': 2, 'it': 1}",es,74.66,8,12
negativo,127,126,5,0.735,"{'es': 101, 'en': 13, 'it': 6, 'fr': 3, 'de': 3}",es,80.16,5,7
positivo,66,482,9,0.735,"{'es': 374, 'en': 84, 'pt': 10, 'de': 3, 'hu': 3, 'pl': 3, 'it': 2, 'fr': 2, 'nl': 1}",es,77.59,8,8
negativo,142,106,4,0.733,"{'es': 78, 'en': 23, 'fr': 3, 'de': 2}",es,73.58,6,6
negativo,68,126,5,0.729,"{'es': 98, 'en': 20, 'de': 4, 'it': 2, 'fr': 2}",es,77.78,4,8
negativo,149,108,5,0.728,"{'es': 79, 'en': 25, 'fr': 2, 'it': 1, 'de': 1}",es,73.15,4,8
negativo,99,125,5,0.727,"{'es': 92, 'en': 28, 'it': 3, 'fr': 1, 'de': 1}",es,73.6,6,9
negativo,124,161,5,0.727,"{'es': 129, 'en': 18, 'it': 6, 'fr': 5, 'de': 3}",es,80.12,6,6
negativo,38,118,5,0.726,"{'es': 94, 'en': 13, 'fr': 7, 'it': 3, 'de': 1}",es,79.66,3,8
neutro,35,9571,28,0.726,"{'en': 7927, 'es': 897, 'fr': 289, 'ca': 183, 'it': 80, 'de': 54, 'pt': 40, 'nl': 26, 'fi': 12, 'ko': 11, 'pl': 11, 'sv': 6, 'el': 4, 'ru': 4, 'hu': 3, 'cs': 3, 'sk': 3, 'ro': 3, 'ja': 3, 'ar': 2, 'zh-tw': 2, 'sl': 2, 'tr': 1, 'da': 1, 'lt': 1, 'zh-cn': 1, 'th': 1, 'hr': 1}",en,82.82,8,12
positivo,52,806,11,0.725,"{'es': 616, 'en': 156, 'pt': 14, 'it': 10, 'ar': 3, 'pl': 2, 'de': 1, 'cs': 1, 'sl': 1, 'nl': 1, 'ru': 1}",es,76.43,8,11
negativo,36,245,5,0.717,"{'es': 184, 'en': 51, 'it': 4, 'de': 3, 'fr': 3}",es,75.1,7,10
positivo,72,422,8,0.715,"{'es': 324, 'en': 80, 'pt': 9, 'nl': 3, 'de': 2, 'tr': 2, 'fr': 1, 'af': 1}",es,76.78,6,10
negativo,97,242,4,0.712,"{'es': 149, 'en': 91, 'it': 1, 'fr': 1}",es,61.57,7,9
positivo,35,1484,14,0.712,"{'es': 1140, 'en': 293, 'fr': 14, 'pt': 9, 'it': 7, 'cy': 5, 'so': 4, 'de': 3, 'sv': 2, 'no': 2, 'ca': 2, 'hr': 1, 'unknown': 1, 'nl': 1}",es,76.82,8,11
positivo,45,1218,13,0.711,"{'es': 934, 'en': 243, 'nl': 9, 'fr': 7, 'de': 7, 'pt': 6, 'ca': 3, 'it': 2, 'pl': 2, 'tr': 2, 'cs': 1, 'fi': 1, 'et': 1}",es,76.68,8,9
negativo,77,499,9,0.708,"{'es': 409, 'en': 55, 'pt': 15, 'it': 6, 'fr': 4, 'de': 3, 'el': 3, 'he': 3, 'nl': 1}",es,81.96,8,12
positivo,56,642,14,0.704,"{'es': 510, 'en': 106, 'fr': 6, 'hu': 3, 'ja': 3, 'it': 2, 'tr': 2, 'no': 2, 'bg': 2, 'sv': 2, 'nl': 1, 'sl': 1, 'pl': 1, 'pt': 1}",es,79.44,6,10
negativo,29,206,4,0.703,"{'es': 138, 'en': 65, 'de': 2, 'fr': 1}",es,66.99,7,7
negativo,89,56,3,0.697,"{'es': 43, 'en': 8, 'fr': 5}",es,76.79,4,6
positivo,44,1023,17,0.697,"{'es': 807, 'en': 181, 'it': 5, 'nl': 4, 'fr': 3, 'de': 3, 'pl': 3, 'ru': 3, 'af': 3, 'pt': 2, 'sv': 2, 'tr': 2, 'fi': 1, 'lt': 1, 'mk': 1, 'ro': 1, 'hu': 1}",es,78.89,8,10
negativo,150,414,13,0.688,"{'es': 334, 'en': 61, 'nl': 8, 'pt': 2, 'it': 1, 'fr': 1, 'cs': 1, 'zh-cn': 1, 'zh-tw': 1, 'ru': 1, 'pl': 1, 'hu': 1, 'da': 1}",es,80.68,8,10
negativo,25,104,5,0.687,"{'es': 83, 'en': 15, 'de': 2, 'fr': 2, 'it': 2}",es,79.81,7,7
negativo,208,104,3,0.685,"{'es': 75, 'en': 26, 'de': 3}",es,72.12,7,8
negativo,80,108,5,0.681,"{'es': 87, 'en': 14, 'fr': 3, 'de': 3, 'it': 1}",es,80.56,5,7
negativo,10,189,3,0.68,"{'es': 127, 'en': 60, 'fr': 2}",es,67.2,5,8
negativo,24,543,12,0.679,"{'es': 449, 'en': 66, 'nl': 5, 'fr': 4, 'pt': 4, 'af': 4, 'da': 3, 'ja': 2, 'pl': 2, 'sw': 2, 'hr': 1, 'ca': 1}",es,82.69,8,9
negativo,88,170,5,0.679,"{'es': 132, 'en': 31, 'it': 3, 'fr': 3, 'de': 1}",es,77.65,5,9
positivo,39,1323,14,0.679,"{'es': 1074, 'en': 191, 'fr': 13, 'de': 12, 'pt': 9, 'it': 7, 'nl': 5, 'hr': 2, 'ro': 2, 'lt': 2, 'pl': 2, 'hu': 2, 'ru': 1, 'da': 1}",es,81.18,8,11
negativo,186,120,5,0.678,"{'es': 98, 'en': 12, 'fr': 6, 'de': 3, 'it': 1}",es,81.67,4,7
positivo,40,914,10,0.674,"{'es': 710, 'en': 175, 'pt': 11, 'nl': 8, 'de': 4, 'fr': 2, 'lv': 1, 'sv': 1, 'tr': 1, 'bg': 1}",es,77.68,8,11
negativo,30,322,5,0.666,"{'es': 247, 'en': 63, 'fr': 10, 'it': 1, 'de': 1}",es,76.71,8,9
negativo,41,207,5,0.665,"{'es': 171, 'en': 19, 'fr': 9, 'de': 5, 'it': 3}",es,82.61,7,9
negativo,73,345,5,0.662,"{'es': 266, 'en': 68, 'fr': 6, 'it': 3, 'de': 2}",es,77.1,8,11
negativo,143,356,5,0.662,"{'es': 283, 'en': 53, 'it': 16, 'fr': 3, 'de': 1}",es,79.49,8,10
positivo,62,430,7,0.662,"{'es': 340, 'en': 73, 'pt': 9, 'nl': 5, 'fr': 1, 'pl': 1, 'ja': 1}",es,79.07,7,10
negativo,160,299,5,0.661,"{'es': 232, 'en': 57, 'de': 5, 'fr': 3, 'it': 2}",es,77.59,8,10
negativo,119,243,5,0.659,"{'es': 190, 'en': 44, 'fr': 5, 'de': 3, 'it': 1}",es,78.19,6,8
negativo,185,230,5,0.655,"{'es': 190, 'en': 22, 'fr': 11, 'it': 4, 'de': 3}",es,82.61,7,8
positivo,46,1256,13,0.652,"{'es': 999, 'en': 220, 'pt': 10, 'de': 7, 'nl': 6, 'fr': 3, 'pl': 3, 'sk': 2, 'ro': 2, 'it': 1, 'ru': 1, 'sv': 1, 'da': 1}",es,79.54,8,10
negativo,133,231,4,0.647,"{'es': 164, 'en': 65, 'fr': 1, 'de': 1}",es,71.0,8,8
negativo,86,447,13,0.646,"{'es': 375, 'en': 49, 'ca': 9, 'fr': 3, 'pl': 2, 'ro': 2, 'de': 1, 'it': 1, 'cs': 1, 'pt': 1, 'da': 1, 'nl': 1, 'sv': 1}",es,83.89,8,12
negativo,181,156,5,0.641,"{'es': 129, 'en': 17, 'fr': 5, 'it': 3, 'de': 2}",es,82.69,4,7
negativo,5,80,4,0.64,"{'es': 63, 'en': 14, 'fr': 2, 'de': 1}",es,78.75,5,6
positivo,48,745,10,0.64,"{'es': 592, 'en': 133, 'pt': 6, 'pl': 3, 'de': 2, 'ko': 2, 'tr': 2, 'nl': 2, 'ja': 2, 'fi': 1}",es,79.46,7,10
negativo,33,72,5,0.637,"{'es': 60, 'en': 7, 'fr': 2, 'it': 2, 'de': 1}",es,83.33,5,6
negativo,206,140,4,0.634,"{'es': 112, 'en': 22, 'fr': 3, 'de': 3}",es,80.0,6,7
positivo,65,472,9,0.634,"{'es': 384, 'en': 71, 'pt': 6, 'hu': 4, 'ro': 2, 'et': 2, 'fr': 1, 'ca': 1, 'nl': 1}",es,81.36,7,8
positivo,60,359,3,0.632,"{'es': 249, 'en': 109, 'de': 1}",es,69.36,7,8
positivo,78,403,12,0.63,"{'es': 334, 'en': 54, 'ru': 3, 'ar': 2, 'no': 2, 'ro': 2, 'uk': 1, 'pl': 1, 'hr': 1, 'cs': 1, 'hu': 1, 'sv': 1}",es,82.88,7,10
positivo,63,270,3,0.629,"{'es': 213, 'en': 44, 'de': 13}",es,78.89,6,6
negativo,12,113,4,0.627,"{'es': 88, 'en': 22, 'it': 2, 'fr': 1}",es,77.88,4,8
negativo,18,49,3,0.627,"{'es': 37, 'en': 11, 'de': 1}",es,75.51,3,5
negativo,34,152,4,0.627,"{'es': 118, 'en': 30, 'it': 3, 'fr': 1}",es,77.63,5,8
negativo,64,128,5,0.626,"{'es': 100, 'en': 25, 'de': 1, 'it': 1, 'fr': 1}",es,78.12,4,7
negativo,118,80,3,0.626,"{'es': 59, 'en': 20, 'fr': 1}",es,73.75,6,8
negativo,197,226,4,0.62,"{'es': 179, 'en': 40, 'it': 4, 'fr': 3}",es,79.2,8,9
positivo,64,522,10,0.619,"{'es': 433, 'en': 70, 'ca': 4, 'tl': 3, 'fr': 2, 'so': 2, 'af': 2, 'pt': 2, 'ru': 2, 'el': 2}",es,82.95,7,9
positivo,50,783,12,0.617,"{'es': 644, 'en': 115, 'pt': 5, 'ca': 4, 'de': 2, 'lt': 2, 'fa': 2, 'cy': 2, 'el': 2, 'ar': 2, 'af': 2, 'pl': 1}",es,82.25,8,10
negativo,95,132,3,0.615,"{'es': 105, 'en': 21, 'fr': 6}",es,79.55,6,7
negativo,106,106,4,0.613,"{'es': 82, 'en': 22, 'fr': 1, 'it': 1}",es,77.36,6,8
negativo,9,156,3,0.612,"{'es': 121, 'en': 31, 'fr': 4}",es,77.56,7,8
negativo,102,112,4,0.608,"{'es': 91, 'en': 16, 'fr': 4, 'it': 1}",es,81.25,4,9
negativo,180,49,3,0.608,"{'es': 39, 'en': 8, 'fr': 2}",es,79.59,3,7
neutro,0,7405,25,0.604,"{'en': 6406, 'es': 520, 'ca': 171, 'fr': 156, 'it': 52, 'pt': 33, 'de': 16, 'nl': 15, 'pl': 5, 'he': 5, 'cs': 4, 'hu': 3, 'sk': 3, 'sv': 2, 'ko': 2, 'no': 2, 'zh-tw': 2, 'af': 1, 'zh-cn': 1, 'mk': 1, 'fi': 1, 'lt': 1, 'el': 1, 'ru': 1, 'id': 1}",en,86.51,8,12
neutro,17,3166,10,0.604,"{'en': 2671, 'es': 301, 'ca': 105, 'fr': 71, 'de': 7, 'pt': 3, 'it': 2, 'sv': 2, 'nl': 2, 'vi': 2}",en,84.37,8,10
negativo,183,131,3,0.602,"{'es': 102, 'en': 26, 'fr': 3}",es,77.86,4,6
negativo,152,192,5,0.601,"{'es': 158, 'en': 26, 'fr': 5, 'de': 2, 'it': 1}",es,82.29,6,8
negativo,200,125,4,0.601,"{'es': 97, 'en': 26, 'de': 1, 'fr': 1}",es,77.6,5,8
negativo,43,116,3,0.6,"{'es': 87, 'en': 28, 'it': 1}",es,75.0,5,8
neutro,89,1979,4,0.597,"{'en': 1675, 'es': 108, 'ca': 101, 'fr': 95}",en,84.64,8,8
negativo,7,138,4,0.596,"{'es': 111, 'en': 23, 'fr': 2, 'de': 2}",es,80.43,3,5
positivo,75,633,7,0.595,"{'es': 530, 'en': 76, 'fr': 10, 'pt': 10, 'cs': 4, 'pl': 2, 'nl': 1}",es,83.73,6,9
negativo,172,199,5,0.593,"{'es': 162, 'en': 31, 'fr': 3, 'it': 2, 'de': 1}",es,81.41,7,9
negativo,108,134,4,0.592,"{'es': 108, 'en': 22, 'fr': 3, 'de': 1}",es,80.6,4,9
negativo,40,152,4,0.589,"{'es': 125, 'en': 21, 'de': 3, 'it': 3}",es,82.24,6,6
positivo,58,168,3,0.589,"{'es': 129, 'en': 37, 'de': 2}",es,76.79,5,8
negativo,178,296,5,0.587,"{'es': 242, 'en': 45, 'fr': 4, 'it': 4, 'de': 1}",es,81.76,7,11
neutro,15,3450,12,0.587,"{'en': 2968, 'es': 208, 'ca': 154, 'fr': 95, 'it': 6, 'pl': 3, 'tr': 3, 'cs': 3, 'de': 3, 'sk': 3, 'ro': 3, 'el': 1}",en,86.03,8,10
positivo,74,189,3,0.586,"{'es': 142, 'en': 46, 'it': 1}",es,75.13,6,7
negativo,26,155,4,0.585,"{'es': 125, 'en': 26, 'fr': 2, 'de': 2}",es,80.65,6,9
negativo,117,128,4,0.585,"{'es': 105, 'en': 18, 'it': 4, 'fr': 1}",es,82.03,6,7
neutro,119,1533,4,0.585,"{'en': 1299, 'fr': 120, 'ca': 59, 'es': 55}",en,84.74,8,5
positivo,47,842,6,0.584,"{'es': 685, 'en': 132, 'pt': 20, 'fr': 2, 'nl': 2, 'da': 1}",es,81.35,7,11
neutro,51,2526,5,0.582,"{'en': 2156, 'ca': 157, 'es': 106, 'fr': 103, 'it': 4}",en,85.35,8,8
negativo,177,299,5,0.579,"{'es': 247, 'en': 42, 'it': 5, 'fr': 4, 'de': 1}",es,82.61,7,9
negativo,196,200,5,0.579,"{'es': 161, 'en': 35, 'fr': 2, 'de': 1, 'it': 1}",es,80.5,8,10
positivo,70,210,3,0.572,"{'es': 160, 'en': 49, 'fr': 1}",es,76.19,7,6
negativo,179,322,3,0.571,"{'es': 247, 'en': 73, 'fr': 2}",es,76.71,7,9
neutro,38,3276,6,0.571,"{'en': 2827, 'es': 180, 'ca': 137, 'fr': 109, 'pt': 18, 'it': 5}",en,86.29,8,10
negativo,62,109,3,0.569,"{'es': 88, 'en': 18, 'fr': 3}",es,80.73,4,9
negativo,16,331,3,0.566,"{'es': 252, 'en': 78, 'de': 1}",es,76.13,8,9
negativo,84,235,5,0.556,"{'es': 196, 'en': 32, 'fr': 4, 'de': 2, 'it': 1}",es,83.4,8,11
neutro,9,4189,17,0.554,"{'en': 3677, 'es': 181, 'ca': 145, 'fr': 140, 'it': 13, 'ar': 8, 'nl': 4, 'de': 4, 'af': 3, 'pt': 3, 'da': 2, 'ru': 2, 'he': 2, 'cs': 2, 'pl': 1, 'uk': 1, 'hu': 1}",en,87.78,8,12
negativo,79,167,4,0.551,"{'es': 139, 'en': 23, 'fr': 3, 'it': 2}",es,83.23,5,9
negativo,156,189,4,0.551,"{'es': 156, 'en': 28, 'fr': 4, 'de': 1}",es,82.54,8,10
negativo,176,329,5,0.551,"{'es': 273, 'en': 48, 'fr': 4, 'it': 2, 'de': 2}",es,82.98,8,11
negativo,87,123,3,0.55,"{'es': 97, 'en': 25, 'fr': 1}",es,78.86,5,8
neutro,74,2709,4,0.548,"{'en': 2339, 'es': 140, 'fr': 129, 'ca': 101}",en,86.34,8,10
positivo,42,1077,8,0.548,"{'es': 908, 'en': 139, 'pt': 16, 'fr': 3, 'nl': 3, 'ro': 3, 'pl': 3, 'de': 2}",es,84.31,8,11
positivo,55,367,4,0.546,"{'es': 292, 'en': 72, 'de': 2, 'it': 1}",es,79.56,7,7
neutro,7,3132,10,0.544,"{'en': 2738, 'fr': 151, 'es': 147, 'ca': 73, 'it': 7, 'ar': 4, 'hu': 3, 'nl': 3, 'tr': 3, 'pt': 3}",en,87.42,8,11
negativo,175,72,3,0.543,"{'es': 58, 'en': 13, 'fr': 1}",es,80.56,4,7
neutro,34,3015,5,0.543,"{'en': 2611, 'es': 138, 'ca': 136, 'fr': 129, 'it': 1}",en,86.6,8,10
negativo,52,108,5,0.541,"{'es': 92, 'en': 12, 'de': 2, 'it': 1, 'fr': 1}",es,85.19,6,9
neutro,11,3585,10,0.54,"{'en': 3133, 'fr': 179, 'es': 145, 'ca': 105, 'pt': 15, 'it': 3, 'nl': 2, 'tr': 1, 'uk': 1, 'de': 1}",en,87.39,8,10
negativo,147,164,5,0.538,"{'es': 141, 'en': 16, 'de': 3, 'fr': 2, 'it': 2}",es,85.98,6,10
neutro,30,3535,9,0.535,"{'en': 3108, 'fr': 166, 'ca': 114, 'es': 113, 'it': 15, 'de': 11, 'nl': 5, 'pt': 2, 'lt': 1}",en,87.92,8,11
neutro,58,2397,4,0.535,"{'en': 2077, 'ca': 126, 'es': 125, 'fr': 69}",en,86.65,8,11
negativo,194,130,3,0.533,"{'es': 104, 'en': 25, 'de': 1}",es,80.0,5,6
negativo,122,109,5,0.532,"{'es': 94, 'en': 10, 'de': 3, 'fr': 1, 'it': 1}",es,86.24,5,8
neutro,63,2798,4,0.526,"{'en': 2433, 'ca': 166, 'fr': 103, 'es': 96}",en,86.95,8,7
neutro,121,1625,4,0.524,"{'en': 1416, 'fr': 79, 'es': 66, 'ca': 64}",en,87.14,8,5
negativo,205,119,5,0.523,"{'es': 102, 'en': 13, 'it': 2, 'de': 1, 'fr': 1}",es,85.71,6,9
neutro,72,2881,5,0.523,"{'en': 2504, 'ca': 205, 'es': 115, 'fr': 51, 'it': 6}",en,86.91,8,9
neutro,70,2661,5,0.522,"{'en': 2322, 'es': 164, 'fr': 100, 'ca': 69, 'it': 6}",en,87.26,8,10
negativo,195,42,3,0.519,"{'es': 35, 'en': 6, 'de': 1}",es,83.33,4,7
neutro,69,2292,5,0.517,"{'en': 2005, 'es': 137, 'ca': 82, 'fr': 63, 'it': 5}",en,87.48,8,8
neutro,43,3779,13,0.513,"{'en': 3350, 'ca': 152, 'fr': 138, 'es': 109, 'it': 9, 'de': 7, 'nl': 4, 'ru': 3, 'bg': 2, 'pt': 2, 'ro': 1, 'cs': 1, 'pl': 1}",en,88.65,8,11
neutro,62,2558,5,0.513,"{'en': 2239, 'es': 169, 'ca': 75, 'fr': 67, 'it': 8}",en,87.53,8,10
neutro,24,6396,17,0.512,"{'en': 5692, 'es': 298, 'ca': 221, 'fr': 99, 'de': 27, 'nl': 25, 'it': 9, 'pl': 5, 'pt': 4, 'sv': 4, 'cs': 3, 'da': 2, 'ru': 2, 'af': 2, 'fi': 1, 'no': 1, 'ro': 1}",en,88.99,8,11
negativo,110,119,4,0.511,"{'es': 102, 'en': 13, 'fr': 2, 'it': 2}",es,85.71,4,9
neutro,66,2319,5,0.51,"{'en': 2029, 'es': 131, 'ca': 110, 'fr': 46, 'it': 3}",en,87.49,8,10
neutro,28,4013,14,0.509,"{'en': 3568, 'es': 178, 'ca': 142, 'fr': 83, 'it': 14, 'de': 10, 'nl': 4, 'pl': 4, 'ru': 3, 'da': 2, 'pt': 2, 'ro': 1, 'no': 1, 'hr': 1}",en,88.91,8,12
neutro,107,1590,4,0.504,"{'en': 1396, 'es': 72, 'fr': 67, 'ca': 55}",en,87.8,8,5
neutro,6,4328,16,0.5,"{'en': 3865, 'ca': 194, 'es': 113, 'fr': 108, 'it': 14, 'pt': 10, 'de': 6, 'nl': 4, 'ko': 4, 'pl': 3, 'hu': 2, 'lv': 1, 'zh-tw': 1, 'tr': 1, 'ro': 1, 'fi': 1}",en,89.3,8,11
positivo,54,565,9,0.498,"{'es': 494, 'en': 53, 'pt': 8, 'pl': 5, 'fr': 1, 'nl': 1, 'sl': 1, 'hu': 1, 'tr': 1}",es,87.43,7,9
